granularity,scope,method,threshold,n_components,n_heads,n_mlps,n_edges,n_paths,F,faithfulness,rel_gap,incompleteness_mean,incompleteness_max,completeness,head_precision,head_recall,head_f1
edge,attention,tree,10.0,25,13,12,441,52,0.33849912881851196,0.09023480473526839,0.8931882997420904,0.8403749915257182,1.950867982099989,0.15962500847428185,0.8461538461538461,0.4230769230769231,0.5641025641025641
edge,attention,random,10.0,68,56,12,1414,0,0.12045188248157501,0.02015414652577719,0.9619920133560493,0.979456431381825,0.981832272319678,0.020543568618174968,0.14285714285714285,0.3076923076923077,0.1951219512195122
edge,attention,tree,20.0,36,24,12,714,117,2.3772408962249756,0.7454889635438005,0.24987357298468718,0.3683632474515666,0.8701107811670438,0.6316367525484334,0.75,0.6923076923076923,0.72
edge,attention,random,20.0,112,100,12,2467,0,0.13834932446479797,0.025906406806616957,0.9563445654138116,0.9690266104412008,0.9791801618305931,0.030973389558799247,0.18,0.6923076923076923,0.2857142857142857
edge,attention,tree,40.0,45,33,12,969,250,1.8969765901565552,0.5911314137502539,0.40141856302174184,0.45058437637272686,1.5736499307880067,0.5494156236272731,0.6060606060606061,0.7692307692307693,0.6779661016949152
edge,attention,random,40.0,126,114,12,2835,0,0.1782248169183731,0.03872244004950391,0.9437620540128108,0.9639491986141235,0.9904071500350512,0.03605080138587646,0.19298245614035087,0.8461538461538461,0.3142857142857143
edge,attention,tree,80.0,72,60,12,1749,618,1.0465675592422485,0.31780888555983733,0.6697608622284829,0.5596535242786346,1.505086043016816,0.4403464757213654,0.4,0.9230769230769231,0.5581395348837209
edge,attention,random,80.0,154,142,12,3597,0,0.13960252702236176,0.0263091876790164,0.9559491236399786,0.9154994939353192,0.9806494947290176,0.08450050606468085,0.18309859154929578,1.0,0.30952380952380953
node,all,ground truth,,26,26,0,990,0,0.1520393043756485,0.030306383504990857,0.9520247609999026,0.4890117825821312,1.4944462745639262,0.5109882174178688,1.0,1.0,1.0
node,all,full model,,156,144,12,32491,0,3.1691203117370605,1.0,0.0,0.0,0.0,1.0,0.18055555555555555,1.0,0.3058823529411765
node,all,empty,,0,0,0,0,0,0.05774476379156113,0.0,0.9817789297624014,,,,0.0,0.0,0.0
node,attention,ground truth,,38,26,12,1770,0,4.365400314331055,1.3844858919020304,0.3774801474603179,0.2190150780424039,0.4323081428031444,0.7809849219575962,1.0,1.0,1.0
node,attention,full model,,156,144,12,32491,0,3.1691203117370605,1.0,0.0,0.0,0.0,1.0,0.18055555555555555,1.0,0.3058823529411765
node,attention,empty,,12,0,12,90,0,0.08041790127754211,0.007287174799889551,0.9746245350863744,,,,0.0,0.0,0.0
edge,all,ground truth,,26,26,0,990,0,0.1520395129919052,0.030306450554517184,0.9520246951720904,0.5483605188710927,1.7480457176333193,0.4516394811289073,1.0,1.0,1.0
